ticker,as_of,current_revenue_ttm,current_market_cap,current_ps,hist_median_ps,hist_p75_ps,hist_p90_ps,forward_revenue_estimate,forward_revenue_growth,forward_ps,required_revenue,required_growth,growth_gap,years_to_normalise,expectations_burden_score,expectations_classification,target_multiple_value,target_multiple_label,valuation_anchor_confidence,valuation_anchor_observation_count,revenue_data_cadence,gross_margin,operating_margin,net_margin,net_debt_to_ebitda,interest_coverage,free_cash_flow_ttm,fcf_margin,cash_conversion,quality_flag,section,section_target_pct,layer,portfolio_weight,thesis
CAT,2026-07-25T05:39:45.972170+00:00,70755000000.0,409341886464.0,5.785342187322451,4.412170772043952,4.531769125082728,4.603528136905993,84639474380.0,0.19623311963818812,4.836299958884504,92775621709.30458,0.31122354193067037,0.11499042229248224,1.5122469238834821,36.94785477317717,Forward Expectations Elevated,4.412170772043952,Historical Median Tactical Anchor,low,2,quarterly,0.3149459402162391,0.16475160766023603,0.13327680022613242,2.5963113389706374,22.41730769230769,7901000000.0,0.11166701999858668,0.8378579003181336,Solid,ENERGY & COMMODITY,0.18,Layer 3: Industrial Materials,0.0045,"Copper/iron mining for global electrification, efficient steel production, and heavy construction/machinery standard equipment."
TSM,2026-07-25T05:39:45.972170+00:00,4440493207000.0,2092275466240.0,0.47118087309349643,0.46728555493434387,0.48719114152365084,0.49913449347723504,7140297489770.0,0.607996489784969,0.29302357068982504,4477509403289.764,0.008336055155182098,-0.5996604346297869,0.017477251793183782,0.0,Forward Expectations Manageable,0.46728555493434387,Historical Median Tactical Anchor,low,2,quarterly,0.642301648497939,0.5610002485924307,0.49922574332630887,-0.7006297687638909,218.59260161771937,1137060043000.0,0.25606615976971586,0.5129265932152529,Solid,AI / SEMIS,0.1,Layer 1: Physical Monopolies,0.015,"Structural monopolies in advanced foundries, EUV lithography systems, silicon wafers, and EUV mask inspection equipment."
ASML,2026-07-25T05:39:45.972170+00:00,35327500000.0,674898247680.0,19.104047772415257,17.110419389793893,18.1737192323625,18.81169913790367,53842730790.0,0.5241024921095463,12.534621438728108,39443699906.185036,0.11651545980284572,-0.40758703230670057,0.26153570544088206,0.0,Forward Expectations Manageable,17.110419389793893,Historical Median Tactical Anchor,low,2,quarterly,0.5273313990517302,0.3542113084707381,0.3011365083858184,-0.35938266683022574,,8894500000.0,0.25177269832283633,0.8360749736802526,Solid,AI / SEMIS,0.1,Layer 1: Physical Monopolies,0.015,"Structural monopolies in advanced foundries, EUV lithography systems, silicon wafers, and EUV mask inspection equipment."
AVGO,2026-07-25T05:39:45.972170+00:00,75465000000.0,1817015091200.0,24.077586844232425,24.22761836030168,25.563664366463634,26.365291970160808,172779492500.0,1.2895314715430994,10.516381689221596,74997676790.93385,-0.006192582111788858,-1.2957240536548884,0.0,100.0,Forward Expectations Stretched,24.22761836030168,Historical Median Tactical Anchor,low,2,quarterly,0.6827535943815014,0.44064135692042666,0.38848472801961176,1.0684805436911533,10.57329093799682,32762000000.0,0.4341350294838667,1.1175086127502813,Solid,AI / SEMIS,0.1,Layer 2: Architecture & Robotics,0.004999999999999999,"Custom AI ASICs, electronic design automation (EDA) software, edge AI silicon, and industrial factory robotics/automation."
CDNS,2026-07-25T05:39:45.972170+00:00,5528613000.0,89982205952.0,16.275728822400843,14.795160476440637,15.240234194789746,15.507278425799212,7030280660.0,0.2716174309903767,12.799233814941323,6081867519.807232,0.10007112449491973,-0.171546306495457,0.3969161102781059,0.0,Forward Expectations Manageable,14.795160476440637,Historical Median Tactical Anchor,low,2,quarterly,0.8607931139329159,0.31106102018716086,0.21180158567799917,0.8467101900985539,14.447192445982727,1429912000.0,0.2586384686358043,1.22113565773304,Solid,AI / SEMIS,0.1,Layer 2: Architecture & Robotics,0.004999999999999999,"Custom AI ASICs, electronic design automation (EDA) software, edge AI silicon, and industrial factory robotics/automation."
QCOM,2026-07-25T05:39:45.972170+00:00,44487000000.0,175986376704.0,3.95590569613595,3.5466885911230657,3.8234675940727274,3.9895349958425244,44150258490.0,-0.007569436239800442,3.986078059856904,49619912259.69844,0.11538004944587055,0.12294948568567099,,100.0,Forward Expectations Stretched,3.5466885911230657,Historical Median Tactical Anchor,low,2,quarterly,0.5480027873311304,0.2561197653247016,0.22305392586598333,0.7047148179994268,16.78055964653903,12502000000.0,0.28102591768381774,1.2599012395444926,Solid,AI / SEMIS,0.1,Layer 2: Architecture & Robotics,0.004999999999999999,"Custom AI ASICs, electronic design automation (EDA) software, edge AI silicon, and industrial factory robotics/automation."
SNPS,2026-07-25T05:39:45.972170+00:00,8679380000.0,71511785472.0,8.239273481746393,10.450262776332822,10.768170031229928,10.958914384168194,10731265170.0,0.23640918706174863,6.663872743720487,6843060983.495644,-0.21157260270945122,-0.44798178977119985,0.0,100.0,Forward Expectations Stretched,10.450262776332822,Historical Median Tactical Anchor,low,2,quarterly,0.7347207980293523,0.09727768573331275,0.08909253886798366,2.8944783527597937,1.3247548769638477,2633795000.0,0.3034542789922782,3.4060571496557466,Solid,AI / SEMIS,0.1,Layer 2: Architecture & Robotics,0.004999999999999999,"Custom AI ASICs, electronic design automation (EDA) software, edge AI silicon, and industrial factory robotics/automation."
NOW,2026-07-25T05:39:45.972170+00:00,14732000000.0,102124888064.0,6.932180835188705,7.5076644097801575,7.530835213486068,7.544737695709613,19265000680.0,0.30769757534618525,5.301058108449545,13602750801.029806,-0.07665281013916603,-0.3843503854853513,0.0,100.0,Forward Expectations Stretched,7.5076644097801575,Historical Median Tactical Anchor,low,2,quarterly,0.7476920988324736,0.11403746945424925,0.11335867499321206,1.7,20.240963855421686,4571000000.0,0.3102769481401032,2.737125748502994,Solid,AI / SEMIS,0.1,Layer 3: Velocity Applications,0.003333333333333334,"Enterprise generative AI workflow automation, platform cybersecurity, and high-capacity mass cloud storage."
PANW,2026-07-25T05:39:45.972170+00:00,10606300000.0,263888863232.0,24.88038837596523,13.443512549676694,13.790370990523568,13.998486055031693,13810227820.0,0.30207780470097956,19.10821940604308,19629457870.9897,0.8507356826593346,0.5486578779583551,2.3320965108415956,64.49216709040493,Forward Expectations Stretched,13.443512549676694,Historical Median Tactical Anchor,low,2,quarterly,0.7194120475566409,0.09618811461112735,0.07946220642448357,-0.14688925652980397,927.4545454545455,3793500000.0,0.35766478413772945,4.501067869008068,Solid,AI / SEMIS,0.1,Layer 3: Velocity Applications,0.003333333333333334,"Enterprise generative AI workflow automation, platform cybersecurity, and high-capacity mass cloud storage."
STX,2026-07-25T05:39:45.972170+00:00,11010000000.0,190973591552.0,17.34546698928247,7.59179704884076,8.164942865453922,8.508830355421818,16956618980.0,0.5401107157129883,11.262480555660867,25155255115.936085,1.284764315707183,0.7446535999941948,1.913290804824341,57.96032711138223,Forward Expectations Elevated,7.59179704884076,Historical Median Tactical Anchor,low,2,quarterly,0.4154405086285195,0.2946412352406903,0.21598546775658492,0.936091386230318,10.996610169491525,2412000000.0,0.21907356948228882,1.0142977291841884,Solid,AI / SEMIS,0.1,Layer 3: Velocity Applications,0.003333333333333334,"Enterprise generative AI workflow automation, platform cybersecurity, and high-capacity mass cloud storage."
ABB.NS,2026-07-25T05:39:45.972170+00:00,127929100000.0,1562930184192.0,12.21715922485189,9.275377372496202,9.703931243462252,9.961063566041881,162045248150.0,0.26668012320887113,9.64502323909706,168503137007.28516,0.3171603412146662,0.05048021800579505,1.1653082064038462,15.916308392299317,Forward Expectations Manageable,9.275377372496202,Historical Median Tactical Anchor,low,2,quarterly,0.38759516013166667,0.13892226240941272,0.23785596865763928,-0.6391553699502263,98.51552106430155,,,,Solid,EM,0.07,Layer 1: INDIA,0.004,"Indian grid modernization, power transmission, agrochemicals, pharmaceuticals, and enterprise IT services."
SIEMENS.NS,2026-07-25T05:39:45.972170+00:00,179662000000.0,1314013446144.0,7.313808407698901,6.162259098840366,6.243771714211076,6.292679283433501,240260735780.0,0.33729300453072986,5.469114384745767,213235669754.82666,0.18687129028301297,-0.1504217142477169,0.5894450193550491,0.0,Forward Expectations Manageable,6.162259098840366,Historical Median Tactical Anchor,low,2,quarterly,0.2870501274615667,0.09553494895971323,0.08656254522380916,-0.8491868541419617,58.982817869415804,,,,Solid,EM,0.07,Layer 1: INDIA,0.004,"Indian grid modernization, power transmission, agrochemicals, pharmaceuticals, and enterprise IT services."
CGPOWER.NS,2026-07-25T05:39:45.972170+00:00,127759700000.0,1366639509504.0,10.69695302590723,9.874178720572129,10.438740684027847,10.777477862101279,199899630510.0,0.5646532553692596,6.836628492095356,138405385215.14774,0.08332584700142331,-0.4813274083678363,0.1787853272756093,0.0,Forward Expectations Manageable,9.874178720572129,Historical Median Tactical Anchor,low,2,quarterly,0.3094449971313333,0.11304816777121424,0.09647486648763264,-0.09730027136172303,111.1855273287144,,,,Solid,EM,0.07,Layer 1: INDIA,0.004,"Indian grid modernization, power transmission, agrochemicals, pharmaceuticals, and enterprise IT services."
PIIND.NS,2026-07-25T05:39:45.972170+00:00,67137000000.0,414339825664.0,6.171557049972445,6.72381635276043,6.925377678708889,7.046314474277965,86300973520.0,0.2854457828023296,4.801102568883281,61622716018.09808,-0.08213479872353424,-0.3675805815258638,0.0,100.0,Forward Expectations Stretched,6.72381635276043,Historical Median Tactical Anchor,low,2,quarterly,0.577982334629191,0.19744701133503134,0.19673205534950922,0.027842008399792364,80.82926829268293,,,,Solid,EM,0.07,Layer 1: INDIA,0.004,"Indian grid modernization, power transmission, agrochemicals, pharmaceuticals, and enterprise IT services."
SUNPHARMA.NS,2026-07-25T05:39:45.972170+00:00,566304700000.0,4657348870144.0,8.224104214822868,7.281157499612606,7.343369527390914,7.380696744057898,729353375660.0,0.28791686818068074,6.3855862268814665,639644022312.6329,0.12950505675236834,-0.1584118114283124,0.4812924138518725,0.0,Forward Expectations Manageable,7.281157499612606,Historical Median Tactical Anchor,low,2,quarterly,0.8022594550248303,0.22862868699482805,0.18561297478195043,-0.2961651968363378,44.9264374197578,,,,Solid,EM,0.07,Layer 1: INDIA,0.004,"Indian grid modernization, power transmission, agrochemicals, pharmaceuticals, and enterprise IT services."
HCLTECH.NS,2026-07-25T05:39:45.972170+00:00,1327810000000.0,3439029387264.0,2.5900011200879645,2.583263672128645,2.7261157227237214,2.811826953080767,1508629623350.0,0.13617883835036637,2.279571694759271,1331273080780.8684,0.0026081147007994687,-0.1335707236495669,0.020401852082327993,0.0,Forward Expectations Manageable,2.583263672128645,Historical Median Tactical Anchor,low,2,quarterly,0.41561669214721986,0.32105497021411195,0.12826383292790383,-0.10859876073486248,57.764227642276424,,,,Solid,EM,0.07,Layer 1: INDIA,0.004,"Indian grid modernization, power transmission, agrochemicals, pharmaceuticals, and enterprise IT services."
2222.SR,2026-07-25T05:39:45.972170+00:00,1720280000000.0,6492794650624.0,3.774266195400749,3.554398426127051,3.689536302826465,3.7706190288461134,1795862466970.0,0.043936142354732866,3.6154186470519196,1826692979295.1458,0.061857941320683674,0.017921798965950808,1.3958719055738626,28.972511181774863,Forward Expectations Elevated,3.554398426127051,Historical Median Tactical Anchor,low,2,quarterly,0.5125828353523845,0.446811565559095,0.21560966819354987,0.17840396991846116,55.791609203745374,301878000000.0,0.1754818982956263,0.8138869641879815,Solid,EM,0.07,Layer 2: GCC,0.007000000000000001,"Highly cash-generative regional energy, natural gas processing, water desalination, and telecom/digital infrastructure."
2082.SR,2026-07-25T05:39:45.972170+00:00,7776285000.0,148623261696.0,19.112373285701334,16.964959705627663,17.171978842688407,17.296190324924854,10784218090.0,0.3868084940302472,13.78155193595496,8760602104.271328,0.12657935045736202,-0.2602291435728852,0.36447729074970603,0.0,Forward Expectations Manageable,16.964959705627663,Historical Median Tactical Anchor,low,2,quarterly,0.48069161559793655,0.2988086213403958,0.23479270628584215,5.842722134893003,1.437879833292595,87062000.0,0.011195834514810092,0.04768391102055794,Watch: high leverage,EM,0.07,Layer 2: GCC,0.007000000000000001,"Highly cash-generative regional energy, natural gas processing, water desalination, and telecom/digital infrastructure."
7010.SR,2026-07-25T05:39:45.972170+00:00,78547833000.0,215859052544.0,2.7481223134952684,2.669228748122273,2.6697195705117034,2.6700140639453616,85521793750.0,0.08878616358518765,2.5240239134249918,80869446912.65248,0.02955668952258028,-0.05922947406260737,0.34243034071964534,0.0,Forward Expectations Manageable,2.669228748122273,Historical Median Tactical Anchor,low,2,quarterly,0.48854022490983295,0.1847510930059649,0.18937968664266014,0.19710076212771138,12.475572485615324,9718723000.0,0.12372999519923102,0.6533435417109793,Solid,EM,0.07,Layer 2: GCC,0.007000000000000001,"Highly cash-generative regional energy, natural gas processing, water desalination, and telecom/digital infrastructure."
TLK,2026-07-25T05:39:45.972170+00:00,147292000000000.0,14232471552.0,9.662759384080602e-05,0.00012465473096375478,0.0001289383324412264,0.00013150849332770937,153780427080000.0,0.044051456155120405,9.25506049257878e-05,114175141544674.33,-0.2248381341507052,-0.2688895903058256,0.0,100.0,Forward Expectations Stretched,0.00012465473096375478,Historical Median Tactical Anchor,low,2,quarterly,0.6639668142193738,0.22515139994025474,0.10876354452380306,0.4308886923842158,6.750050885406066,39422000000000.0,0.26764522173641475,2.4607990012484393,Solid,EM,0.07,Layer 3: Other Jurisdiction,0.0017500000000000003,"Resource-rich emerging markets (Brazil/Indonesia), proxy ETFs, and dominant international infrastructure/telecom operators."
VALE,2026-07-25T05:39:45.972170+00:00,39542000000.0,62942728192.0,1.591794248950483,1.6225851150679642,1.6825282300324969,1.7184940990112165,41267955950.0,0.043648676091244676,1.5252203978375138,38791634169.13483,-0.01897642584758419,-0.06262510193882886,0.0,100.0,Forward Expectations Stretched,1.6225851150679642,Historical Median Tactical Anchor,low,2,quarterly,0.3508421425319913,0.29416822618987404,0.07210055131252845,1.599663425579656,4.85678496868476,3075000000.0,0.07776541399018765,1.0785689231848474,Solid,EM,0.07,Layer 3: Other Jurisdiction,0.0017500000000000003,"Resource-rich emerging markets (Brazil/Indonesia), proxy ETFs, and dominant international infrastructure/telecom operators."
CSUAY,2026-07-25T05:39:45.972170+00:00,290271000000.0,120105238528.0,0.41376933461489435,0.060720906967398125,0.06411234747736286,0.0661472117833417,334726258050.0,0.15315087642237768,0.3588163032912081,1977988217344.7463,5.8142811970356885,5.661130320613311,13.466991799389108,97.3659533959166,Forward Expectations Stretched,0.060720906967398125,Historical Median Tactical Anchor,low,2,quarterly,0.3413258644508063,0.23408125510298997,0.1691695002256512,0.08666193376427656,28.81552162849873,19456000000.0,0.06702701957825619,0.3962121983504735,Solid,EM,0.07,Layer 3: Other Jurisdiction,0.0017500000000000003,"Resource-rich emerging markets (Brazil/Indonesia), proxy ETFs, and dominant international infrastructure/telecom operators."
NVO,2026-07-25T05:39:45.972170+00:00,327800000000.0,215702667264.0,0.6580313217327639,0.4767813886824991,0.5263245707647267,0.5560504800140633,300213387560.0,-0.08415684087858455,0.7184978292178597,452414193137.9832,0.3801531212263063,0.46430996210489084,,100.0,Forward Expectations Stretched,0.4767813886824991,Historical Median Tactical Anchor,low,2,quarterly,0.8184990848078096,0.4529743746186699,0.3720469798657718,0.6899581359480005,16.080246913580247,30890000000.0,0.09423428920073215,0.2532859942438728,Solid,Business & Futuristic Overlay,0.06,"Health, Biotech & Longevity",0.018,"Metabolic healthcare, oncology and rare disease therapeutics, robotic-assisted surgery, and life-sciences tools/reagents."
AZN,2026-07-25T05:39:45.972170+00:00,60439000000.0,262501416960.0,4.343245536160426,4.994415400965055,5.108005087962894,5.176158900161598,66777068450.0,0.10486719585036153,3.931011394376358,52558987566.24803,-0.1303795965147002,-0.23524679236506174,0.0,100.0,Forward Expectations Stretched,4.994415400965055,Historical Median Tactical Anchor,low,2,quarterly,0.8168401197902017,0.23685037806714207,0.17189232118334188,1.3025301442972919,8.18,7747000000.0,0.1281788249309221,0.7456925594378669,Solid,Business & Futuristic Overlay,0.06,"Health, Biotech & Longevity",0.015,"Metabolic healthcare, oncology and rare disease therapeutics, robotic-assisted surgery, and life-sciences tools/reagents."
ISRG,2026-07-25T05:39:45.972170+00:00,11034400000.0,120918843392.0,10.958352370042775,14.568964645755985,14.937346842338531,15.158376160288057,13239642400.0,0.19985159138693542,9.1330898326982,8299755427.52273,-0.2478290230984258,-0.44768061448536123,0.0,100.0,Forward Expectations Stretched,14.568964645755985,Historical Median Tactical Anchor,low,2,quarterly,0.6667875009062568,0.3127673457550932,0.28445588341912564,,,3222600000.0,0.2920503153773653,1.0266981011851664,Solid,Business & Futuristic Overlay,0.06,"Health, Biotech & Longevity",0.015,"Metabolic healthcare, oncology and rare disease therapeutics, robotic-assisted surgery, and life-sciences tools/reagents."
TMO,2026-07-25T05:39:45.972170+00:00,45196000000.0,211177619456.0,4.672484721125763,4.562338563792981,4.825030702639134,4.982645985946826,50259072700.0,0.11202479644216301,4.2017810538712945,46287143425.067024,0.02414247776500189,-0.08788231867716112,0.22466655623902318,0.0,Forward Expectations Manageable,4.562338563792981,Historical Median Tactical Anchor,low,2,quarterly,0.40782370121249667,0.18158686609434463,0.1515178334365873,3.409980346919593,5.5829931972789115,6748000000.0,0.1493052482520577,0.9853971962616822,Watch: high leverage,Business & Futuristic Overlay,0.06,"Health, Biotech & Longevity",0.012,"Metabolic healthcare, oncology and rare disease therapeutics, robotic-assisted surgery, and life-sciences tools/reagents."
